app_id,package_name,original,features_flag,features_str,level_flag,levels_str,maker_tag,min_sdk,max_sdk,target_sdk,main_activity,version_name,version_code,base_pkg_file,splits,app_size
69ba5ae069d3ebbed53f481cb69daf44,com.sanad.gemini_2_dot_5_pro_preview.scientificcalculator,True,,,,,,24,,34,com.sanad.gemini_2_dot_5_pro_preview.scientificcalculator.MainActivity,1.0,1,./output/com.sanad.gemini_2_dot_5_pro_preview.scientificcalculator/com.sanad.gemini_2_dot_5_pro_preview.scientificcalculator-1_original/installers/app-debug.apk,,5445149
7d3643aa60b6246278871fbfd9459645,com.sanad.gemini_2_dot_5_pro_preview.game2048,True,,,,,,24,,34,com.sanad.gemini_2_dot_5_pro_preview.game2048.MainActivity,1.0,1,./output/com.sanad.gemini_2_dot_5_pro_preview.game2048/com.sanad.gemini_2_dot_5_pro_preview.game2048-1_original/installers/app-debug.apk,,5444694
