pkg_id
com.google.android.networkstack.tethering
com.android.cts.priv.ctsshim
com.google.android.youtube
com.android.internal.display.cutout.emulation.corner
com.google.android.ext.services
com.android.internal.display.cutout.emulation.double
com.android.providers.telephony
com.android.dynsystem
com.google.android.googlequicksearchbox
com.google.android.cellbroadcastservice
com.android.providers.calendar
com.android.providers.media
com.google.android.onetimeinitializer
com.google.android.ext.shared
com.android.virtualmachine.res
com.android.wallpapercropper
com.google.android.federatedcompute
com.android.managedprovisioning.auto_generated_rro_product__
com.android.carrierconfig.auto_generated_rro_vendor__
com.google.android.server.deviceconfig.resources
com.android.systemui.emulation.pixel_3_xl
com.android.systemui.emulation.pixel_4_xl
com.android.systemui.emulation.pixel_fold
com.android.providers.telephony.auto_generated_characteristics_rro
com.android.simappdialog.auto_generated_rro_product__
com.android.externalstorage
com.android.htmlviewer
com.android.companiondevicemanager
com.android.mms.service
com.android.providers.downloads
com.google.android.overlay.largescreenconfig
com.google.android.health.connect.backuprestore
com.android.systemui.auto_generated_rro_product__
com.google.android.apps.messaging
com.google.android.soundpicker
com.google.android.marvin.talkbackoverlay
com.google.android.configupdater
com.android.internal.emulation.pixel_3a_xl
com.android.internal.emulation.pixel_6_pro
com.android.internal.emulation.pixel_7_pro
com.android.internal.emulation.pixel_8_pro
com.google.android.providers.media.module
com.android.internal.emulation.pixel_3a
com.android.internal.emulation.pixel_4a
com.android.internal.emulation.pixel_6a
com.android.internal.emulation.pixel_7a
com.android.internal.emulation.pixel_8a
com.google.android.overlay.googlewebview
com.android.systemui.plugin.globalactions.wallet
com.android.providers.downloads.ui
com.google.android.hotspot2.osulogin
com.android.vending
com.android.pacprocessor
com.android.simappdialog
com.google.android.adservices.api
com.android.internal.display.cutout.emulation.hole
com.android.internal.display.cutout.emulation.tall
com.android.certinstaller
com.android.carrierconfig
com.google.android.marvin.talkback
com.android.internal.systemui.navbar.threebutton
android
com.android.camera2
com.android.internal.ranchu.commonoverlay
com.google.android.sdksandbox
com.android.egg
com.android.mtp
com.android.nfc
com.android.ons
com.android.stk
com.android.backupconfirm
com.android.systemui.auto_generated_rro_vendor__
com.google.android.deskclock
com.android.internal.systemui.navbar.twobutton
com.google.android.as
com.google.android.gm
com.android.systemui.accessibility.accessibilitymenu
com.google.android.permissioncontroller
com.android.systemui.emulation.pixel_3
com.android.systemui.emulation.pixel_4
com.android.systemui.emulation.pixel_5
com.android.systemui.emulation.pixel_6
com.android.systemui.emulation.pixel_7
com.android.systemui.emulation.pixel_8
com.android.emulator.radio.config
com.google.android.bluetooth
com.android.providers.settings
com.android.sharedstoragebackup
com.android.printspooler
com.android.emergency.auto_generated_rro_product__
com.google.android.connectivity.resources.goldfish.overlay
com.android.dreams.basic
com.google.android.networkstack.tethering.emulator
com.android.providers.settings.auto_generated_rro_product__
com.google.android.as.oss
com.android.se
com.android.inputdevices
com.android.traceur.auto_generated_rro_product__
com.google.android.apps.wellbeing
com.google.android.devicelockcontroller
com.google.android.dialer
com.android.bips
com.android.internal.emulation.pixel_3
com.android.internal.emulation.pixel_4
com.android.internal.emulation.pixel_5
com.android.internal.emulation.pixel_6
com.android.internal.emulation.pixel_7
com.android.internal.emulation.pixel_8
com.google.android.captiveportallogin
android.auto_generated_characteristics_rro
com.google.android.appsearch.apk
com.android.musicfx
com.google.android.apps.docs
com.google.android.apps.maps
com.google.android.modulemetadata
com.android.internal.display.cutout.emulation.emu01
com.google.android.avatarpicker
com.google.android.markup
com.android.cellbroadcastreceiver
com.google.android.webview
com.google.android.networkstack
com.google.android.rkpdapp
com.google.android.contacts
com.android.server.telecom
com.android.keychain
com.android.server.telecom.auto_generated_rro_product__
com.android.phone.auto_generated_characteristics_rro
com.google.android.overlay.googleconfig
com.android.chrome
com.android.bips.auto_generated_rro_product__
com.google.android.packageinstaller
com.google.android.apps.customization.pixel
com.google.android.gms
com.google.android.gsf
com.google.android.tag
com.google.android.tts
com.google.android.overlay.permissioncontroller
com.google.android.googlesdksetup
com.android.calllogbackup
com.google.android.partnersetup
com.android.cameraextensions
com.google.android.apps.wallpaper.nexus
com.android.localtransport
com.google.android.apps.nexuslauncher
com.android.carrierdefaultapp
com.android.credentialmanager
com.android.theme.font.notoserifsource
com.android.DeviceAsWebcam
com.android.proxyhandler
com.google.android.safetycenter.resources
com.android.internal.display.cutout.emulation.waterfall
com.android.intentresolver
com.android.internal.systemui.navbar.transparent
com.android.providers.contactkeys
com.google.android.connectivity.resources
com.android.providers.contacts.auto_generated_rro_product__
com.google.android.feedback
com.google.android.printservice.recommendation
com.google.android.apps.photos
com.google.android.calendar
com.android.managedprovisioning
com.android.soundpicker
com.google.android.documentsui
com.android.systemui.emulation.pixel_3a_xl
com.android.systemui.emulation.pixel_6_pro
com.android.systemui.emulation.pixel_7_pro
com.android.systemui.emulation.pixel_8_pro
com.google.mainline.telemetry
com.android.carrierconfig.auto_generated_rro_product__
com.android.emulator.multidisplay
com.android.devicediagnostics.auto_generated_rro_product__
com.android.devicediagnostics
com.google.android.overlay.largescreensettingsprovider
com.android.providers.partnerbookmarks
com.android.role.notes.enabled
com.android.wallpaper.livepicker
com.android.providers.telephony.auto_generated_rro_product__
com.android.phone.auto_generated_rro_vendor__
com.google.mainline.adservices
com.android.imsserviceentitlement
com.google.android.healthconnect.controller
com.google.android.gms.supervision
com.android.internal.emulation.pixel_2_xl
com.android.internal.emulation.pixel_3_xl
com.android.internal.emulation.pixel_4_xl
com.android.internal.emulation.pixel_fold
com.android.storagemanager
